,bbox_list
d658180e6.jpg,"[(606, 386, 768, 486)]"
d65857151.jpg,"[(69, 233, 120, 276)]"
d65cf7435.jpg,"[(465, 8, 537, 66)]"
d65ebcc15.jpg,"[(470, 223, 502, 268), (597, 238, 634, 291), (51, 280, 86, 304), (471, 641, 495, 688)]"
d65ee8382.jpg,"[(445, 12, 455, 20)]"
d65f9650b.jpg,"[(437, 257, 500, 318)]"
d65fed602.jpg,"[(528, 313, 548, 337)]"
d66717dfd.jpg,"[(473, 347, 598, 529)]"
d667d88f0.jpg,"[(133, 101, 197, 190), (67, 279, 106, 346), (436, 347, 485, 426)]"
d668ade03.jpg,"[(718, 548, 744, 586)]"
d66a6e438.jpg,"[(37, 426, 114, 501)]"
d66b1f80f.jpg,"[(142, 284, 228, 574), (205, 400, 235, 495)]"
d66b8a52d.jpg,"[(480, 185, 558, 264)]"
d66cd8539.jpg,"[(463, 91, 473, 100), (42, 135, 155, 302), (721, 365, 731, 372), (535, 377, 543, 384), (515, 400, 524, 408), (73, 448, 108, 488), (703, 522, 712, 539), (685, 559, 699, 570), (456, 561, 465, 572), (519, 585, 530, 595)]"
d66d287f5.jpg,"[(218, 143, 312, 327), (324, 419, 341, 432)]"
d6709dc94.jpg,"[(554, 114, 606, 149), (568, 475, 610, 498)]"
d671e0676.jpg,"[(578, 0, 607, 65), (35, 511, 46, 542), (13, 609, 39, 668), (325, 637, 363, 728)]"
d6721cf92.jpg,"[(358, 574, 376, 594)]"
d6725f629.jpg,"[(382, 614, 410, 635), (345, 664, 379, 690)]"
d673af73e.jpg,"[(404, 372, 420, 389), (613, 608, 664, 643)]"
d674cf7c8.jpg,"[(342, 458, 361, 477)]"
d678d4bef.jpg,"[(19, 32, 38, 54)]"
d679a69dc.jpg,"[(604, 607, 611, 624)]"
d67c436ba.jpg,"[(521, 263, 531, 285)]"
d67d144f8.jpg,"[(472, 388, 481, 396)]"
d67dcfb69.jpg,"[(308, 434, 392, 510)]"
d67ef217a.jpg,"[(1, 505, 49, 574), (5, 508, 11, 511)]"
d67fbfa7b.jpg,"[(259, 650, 271, 665)]"
d68123f55.jpg,"[(469, 507, 487, 560)]"
d68340adb.jpg,"[(266, 149, 284, 177), (358, 275, 382, 316), (291, 438, 298, 450), (270, 456, 297, 498), (285, 616, 297, 659)]"
d68349e0c.jpg,"[(632, 298, 667, 341), (708, 429, 724, 449), (192, 619, 307, 768)]"
d6844d2d9.jpg,"[(498, 379, 517, 400)]"
d68537fd4.jpg,"[(456, 231, 660, 308)]"
d686bec82.jpg,"[(526, 697, 579, 767)]"
d6877ae19.jpg,"[(94, 712, 102, 743)]"
d68808581.jpg,"[(453, 244, 566, 503)]"
d688bef61.jpg,"[(642, 260, 649, 277)]"
d688e4281.jpg,"[(113, 11, 270, 75), (216, 507, 282, 592), (93, 514, 156, 552), (456, 543, 542, 639), (37, 727, 145, 768)]"
d68ba2d03.jpg,"[(157, 70, 210, 151), (168, 350, 196, 415), (20, 451, 69, 540), (283, 581, 301, 643), (56, 692, 79, 738)]"
d68c4a7f0.jpg,"[(27, 91, 268, 242)]"
d68d04e60.jpg,"[(693, 0, 712, 21)]"
d68d10cc6.jpg,"[(503, 589, 657, 768)]"
d68d12eb4.jpg,"[(747, 415, 758, 427), (721, 573, 736, 590)]"
d6906250a.jpg,"[(242, 629, 247, 640)]"
d6906dcb6.jpg,"[(221, 113, 300, 149), (206, 455, 215, 464)]"
d690b821c.jpg,"[(304, 365, 399, 563)]"
d6917ac0e.jpg,"[(541, 190, 590, 242), (469, 284, 482, 295), (533, 303, 579, 352), (639, 305, 688, 358), (329, 369, 382, 441), (290, 387, 341, 451), (760, 411, 768, 425), (257, 417, 314, 477), (488, 463, 503, 474), (194, 488, 260, 552), (169, 510, 231, 582), (505, 537, 549, 559)]"
d6918cd92.jpg,"[(310, 43, 322, 59), (25, 267, 180, 405)]"
d692c32f5.jpg,"[(304, 157, 424, 373)]"
d693b314a.jpg,"[(450, 13, 469, 34)]"
d694d55f0.jpg,"[(713, 45, 726, 55)]"
d695af1be.jpg,"[(176, 671, 196, 694)]"
d696913ea.jpg,"[(302, 493, 309, 510)]"
d6977313c.jpg,"[(467, 249, 522, 284), (0, 579, 21, 619)]"
d6989dedb.jpg,"[(377, 235, 521, 303)]"
d69a6d64b.jpg,"[(758, 270, 768, 292)]"
d69c793c8.jpg,"[(273, 0, 289, 43), (344, 142, 367, 189), (321, 238, 350, 314), (593, 336, 623, 400), (494, 360, 505, 406), (627, 470, 644, 505), (700, 470, 717, 504), (358, 511, 378, 563), (459, 634, 478, 667)]"
d69d483a8.jpg,"[(522, 605, 602, 750)]"
d69f0e1fd.jpg,"[(0, 637, 26, 656)]"
d69fa72ec.jpg,"[(212, 594, 226, 610)]"
d6a07fa63.jpg,"[(442, 70, 613, 226), (238, 516, 251, 532), (378, 591, 552, 690)]"
d6a0f48c1.jpg,"[(626, 327, 646, 391), (647, 332, 659, 399)]"
d6a19f2af.jpg,"[(637, 667, 650, 679), (683, 679, 693, 695), (683, 710, 689, 729)]"
d6a2b8df2.jpg,"[(745, 688, 752, 705)]"
d6a748011.jpg,"[(126, 350, 255, 557)]"
d6a7f8ce9.jpg,"[(659, 587, 748, 645)]"
d6ab15480.jpg,"[(169, 117, 212, 148), (677, 231, 768, 370)]"
d6aba2316.jpg,"[(45, 0, 166, 155), (592, 32, 699, 189), (258, 598, 366, 732)]"
d6af41b88.jpg,"[(450, 92, 507, 271)]"
d6b33af1e.jpg,"[(109, 759, 116, 768)]"
d6b59d78d.jpg,"[(94, 200, 102, 231), (68, 263, 106, 351), (56, 361, 69, 382)]"
d6b64ef52.jpg,"[(166, 109, 191, 136), (185, 441, 215, 534), (160, 726, 185, 768)]"
d6b67937a.jpg,"[(546, 125, 677, 198)]"
d6b6b7841.jpg,"[(551, 0, 649, 167)]"
d6b8229f3.jpg,"[(387, 146, 401, 157), (647, 278, 768, 433)]"
d6bc1a321.jpg,"[(403, 366, 432, 450)]"
d6bccd0e0.jpg,"[(578, 133, 665, 203)]"
d6be73cee.jpg,"[(13, 157, 28, 178)]"
d6c00d498.jpg,"[(542, 272, 586, 444)]"
d6c10e271.jpg,"[(604, 405, 708, 636)]"
d6c16d55c.jpg,"[(71, 222, 81, 231), (27, 244, 33, 253), (91, 260, 101, 271)]"
d6c197ff2.jpg,"[(517, 368, 531, 380)]"
d6c22a31d.jpg,"[(742, 529, 750, 544), (717, 532, 724, 544)]"
d6c509605.jpg,"[(354, 74, 373, 91), (646, 81, 711, 135), (522, 353, 580, 405), (328, 392, 396, 447), (683, 479, 740, 531), (282, 573, 308, 588), (729, 699, 768, 735)]"
d6c5d8f30.jpg,"[(519, 12, 565, 32), (264, 129, 308, 158), (501, 187, 549, 205), (446, 550, 453, 566), (556, 661, 639, 689)]"
d6c7bd2f5.jpg,"[(223, 543, 231, 558)]"
d6ca49504.jpg,"[(126, 114, 148, 139)]"
d6cb6ffb5.jpg,"[(394, 0, 545, 270)]"
d6cc72062.jpg,"[(408, 516, 519, 673)]"
d6ccd69e3.jpg,"[(57, 559, 82, 576), (83, 738, 132, 768)]"
d6cd7c10d.jpg,"[(250, 309, 265, 357), (693, 504, 709, 542), (633, 707, 652, 741)]"
d6d014ce6.jpg,"[(468, 30, 514, 101), (715, 54, 768, 138), (471, 451, 505, 486)]"
d6d038da7.jpg,"[(179, 21, 299, 181)]"
d6d55ba5b.jpg,"[(497, 183, 509, 194)]"
d6d5b3a3a.jpg,"[(341, 498, 511, 680)]"
d6d6e66fb.jpg,"[(40, 472, 136, 559)]"
d6d785919.jpg,"[(1, 227, 40, 300), (58, 395, 100, 465)]"
d6d864702.jpg,"[(68, 0, 211, 215)]"
d6d914589.jpg,"[(554, 434, 574, 476), (633, 460, 655, 508)]"
d6da3c6c4.jpg,"[(77, 85, 118, 117)]"
d6dc84ade.jpg,"[(39, 400, 47, 406)]"
d6e0406a2.jpg,"[(187, 215, 224, 253)]"
d6e28b687.jpg,"[(522, 725, 546, 740)]"
d6e300cc0.jpg,"[(349, 389, 404, 414)]"
d6e3306da.jpg,"[(473, 51, 519, 89)]"
d6e39424d.jpg,"[(38, 582, 147, 652)]"
d6e747951.jpg,"[(229, 15, 321, 171)]"
d6e7b8a88.jpg,"[(161, 84, 170, 91), (347, 251, 359, 264), (488, 606, 499, 616)]"
d6e87ae23.jpg,"[(104, 163, 159, 183)]"
d6e9b5540.jpg,"[(663, 278, 695, 374)]"
d6e9d1893.jpg,"[(6, 361, 63, 409)]"
d6ea843e6.jpg,"[(208, 308, 313, 504)]"
d6eaedf38.jpg,"[(59, 554, 249, 768)]"
d6eafeb01.jpg,"[(612, 403, 768, 496)]"
d6ed64a75.jpg,"[(346, 36, 354, 49)]"
d6ede970a.jpg,"[(629, 172, 672, 224), (617, 266, 630, 282), (509, 290, 545, 328), (643, 325, 663, 348), (497, 394, 522, 421), (629, 509, 712, 539), (715, 648, 754, 689)]"
d6ef45774.jpg,"[(665, 526, 696, 592)]"
d6ef848a1.jpg,"[(524, 6, 683, 174)]"
d6f136f2b.jpg,"[(479, 347, 580, 621)]"
d6f1ed0cb.jpg,"[(438, 365, 447, 382)]"
d6f3d9be7.jpg,"[(27, 376, 34, 381), (136, 418, 143, 423)]"
d6f4a1e1c.jpg,"[(245, 310, 257, 338), (12, 641, 46, 721)]"
d6f5a3f16.jpg,"[(93, 150, 120, 212), (425, 290, 432, 298), (653, 316, 700, 342)]"
d6f5c7649.jpg,"[(333, 400, 343, 407)]"
d6f904887.jpg,"[(79, 341, 110, 385)]"
d6fcc2d62.jpg,"[(515, 59, 639, 166)]"
d6fd8ce1d.jpg,"[(376, 728, 433, 761)]"
d70187b69.jpg,"[(185, 406, 243, 490), (112, 578, 160, 645)]"
d7045bc5a.jpg,"[(89, 120, 338, 256)]"
d7046ca53.jpg,"[(621, 94, 688, 146), (333, 341, 374, 373)]"
d704ec319.jpg,"[(591, 204, 611, 218), (505, 494, 518, 508)]"
d70582b99.jpg,"[(690, 454, 722, 582), (715, 591, 728, 616)]"
d7060c391.jpg,"[(498, 199, 638, 326)]"
d7066e6f0.jpg,"[(23, 636, 29, 647), (147, 757, 153, 768)]"
d706fa575.jpg,"[(600, 594, 660, 727)]"
d70882774.jpg,"[(280, 71, 308, 97)]"
d708bc80f.jpg,"[(66, 121, 162, 187)]"
d708c3d00.jpg,"[(43, 243, 106, 271), (49, 277, 113, 313), (65, 323, 154, 381), (70, 394, 136, 416)]"
d70a0a80d.jpg,"[(407, 378, 493, 480)]"
d7117ce28.jpg,"[(353, 159, 512, 403), (173, 336, 177, 347)]"
d7123cd94.jpg,"[(604, 452, 666, 542)]"
d712631ae.jpg,"[(420, 102, 446, 185), (573, 306, 607, 343), (170, 346, 178, 358), (467, 371, 487, 453), (255, 426, 284, 515), (37, 576, 63, 643)]"
d712758d7.jpg,"[(697, 402, 712, 414)]"
d7148ea82.jpg,"[(0, 692, 65, 768), (637, 731, 649, 745)]"
d715efaa9.jpg,"[(328, 132, 343, 144), (122, 369, 144, 387), (491, 593, 591, 616), (58, 689, 92, 720)]"
d71911aa5.jpg,"[(334, 418, 347, 432), (49, 676, 65, 690)]"
d719d3481.jpg,"[(381, 84, 401, 98), (106, 210, 118, 219)]"
d71ae401c.jpg,"[(501, 99, 578, 225)]"
d71d47495.jpg,"[(489, 13, 515, 148), (265, 88, 292, 153), (470, 583, 512, 721)]"
d71e40a80.jpg,"[(276, 175, 351, 262), (315, 198, 353, 243)]"
d71ea3370.jpg,"[(249, 0, 258, 14), (310, 11, 323, 30), (468, 49, 481, 65), (226, 89, 235, 107), (483, 113, 496, 124), (477, 122, 489, 133), (497, 155, 509, 165), (442, 201, 452, 213), (436, 207, 446, 219), (427, 212, 441, 228)]"
d71ecae92.jpg,"[(224, 702, 311, 768)]"
d71ef6cda.jpg,"[(455, 636, 463, 642)]"
d71fe90c2.jpg,"[(734, 553, 743, 562)]"
d72007e7c.jpg,"[(222, 41, 231, 50)]"
d7201116c.jpg,"[(112, 353, 132, 363)]"
d721eadea.jpg,"[(432, 448, 446, 456)]"
d724e0ffc.jpg,"[(568, 146, 705, 296)]"
d725a2b72.jpg,"[(528, 0, 678, 175)]"
d725d38ff.jpg,"[(444, 704, 458, 732)]"
d729e94e4.jpg,"[(750, 29, 767, 41)]"
d72c53086.jpg,"[(52, 60, 80, 92)]"
d72d918d0.jpg,"[(500, 388, 517, 410), (443, 605, 459, 626)]"
d72feaebd.jpg,"[(447, 722, 458, 740)]"
d73086514.jpg,"[(134, 59, 150, 78)]"
d731f12c1.jpg,"[(383, 740, 398, 768)]"
d732d1c2d.jpg,"[(570, 164, 615, 220)]"
d73522ad1.jpg,"[(266, 293, 314, 448)]"
d739094c5.jpg,"[(107, 687, 159, 729)]"
d73b8f473.jpg,"[(659, 0, 681, 16), (584, 601, 593, 619)]"
d73c35735.jpg,"[(135, 112, 190, 180)]"
d73dd2c73.jpg,"[(144, 120, 152, 143)]"
d73e586f9.jpg,"[(620, 190, 707, 308)]"
d73eb4aa5.jpg,"[(546, 296, 571, 359)]"
d74017ebd.jpg,"[(207, 0, 219, 19), (497, 0, 545, 58), (155, 602, 217, 661)]"
d740d1dee.jpg,"[(290, 0, 367, 60), (495, 244, 517, 261)]"
d74430258.jpg,"[(700, 694, 709, 703)]"
d7443c8e0.jpg,"[(648, 537, 656, 554), (640, 556, 651, 582)]"
d7450bf11.jpg,"[(528, 727, 536, 733)]"
d746b3fcd.jpg,"[(369, 316, 434, 399)]"
d74769a93.jpg,"[(394, 746, 420, 761)]"
d747c2a25.jpg,"[(145, 0, 184, 106)]"
d74a679af.jpg,"[(509, 583, 518, 599)]"
d74b1a01a.jpg,"[(346, 208, 384, 304)]"
d74b1d1e3.jpg,"[(36, 327, 46, 346), (28, 393, 51, 463)]"
d74bcc892.jpg,"[(289, 117, 322, 274)]"
d74e76db2.jpg,"[(254, 136, 294, 171), (294, 369, 311, 376)]"
d74f41e2d.jpg,"[(585, 647, 674, 694)]"
d74f7ed02.jpg,"[(470, 140, 548, 179)]"
d74fb0905.jpg,"[(541, 208, 606, 292), (56, 550, 145, 579)]"
d750ad662.jpg,"[(598, 406, 608, 425)]"
d75145cf2.jpg,"[(683, 495, 768, 669)]"
d752336e6.jpg,"[(179, 469, 193, 483)]"
d7534424a.jpg,"[(318, 152, 486, 351)]"
d756b1777.jpg,"[(454, 532, 471, 551), (251, 716, 283, 755)]"
d7577fa69.jpg,"[(150, 221, 157, 224)]"
d759053a5.jpg,"[(19, 16, 61, 37), (316, 58, 386, 91)]"
d7594e1f6.jpg,"[(371, 700, 388, 721)]"
d75a249d5.jpg,"[(718, 512, 737, 563)]"
d75b16876.jpg,"[(289, 108, 305, 123), (127, 231, 143, 244)]"
d75b9cffe.jpg,"[(188, 594, 199, 609)]"
d75baa5dd.jpg,"[(336, 202, 349, 212)]"
d75edca54.jpg,"[(737, 626, 753, 645)]"
d7636ab4e.jpg,"[(173, 256, 220, 461)]"
d7652e564.jpg,"[(310, 261, 549, 443)]"
d765f33c1.jpg,"[(519, 436, 540, 453)]"
d76693c24.jpg,"[(322, 41, 337, 58)]"
d76741cdf.jpg,"[(426, 575, 432, 590)]"
d767b61e6.jpg,"[(378, 21, 405, 63)]"
d76bed159.jpg,"[(261, 55, 286, 84), (716, 662, 734, 734)]"
d76e55c45.jpg,"[(193, 139, 199, 148)]"
d77032b77.jpg,"[(131, 290, 143, 307), (396, 296, 412, 311), (237, 495, 246, 513), (226, 525, 240, 537)]"
d7735e45b.jpg,"[(146, 5, 236, 234)]"
d775d6fbf.jpg,"[(495, 460, 519, 470), (355, 488, 374, 518)]"
d775eeab3.jpg,"[(711, 175, 721, 182)]"
d7761f805.jpg,"[(34, 478, 56, 538)]"
d778c6560.jpg,"[(340, 306, 439, 434)]"
d77ba347c.jpg,"[(196, 123, 339, 155), (551, 314, 714, 481)]"
d77bde2ad.jpg,"[(399, 37, 407, 45)]"
d77db3d08.jpg,"[(674, 234, 712, 271), (649, 647, 690, 701)]"
d77e202b9.jpg,"[(414, 371, 445, 417), (372, 485, 406, 511), (145, 732, 169, 755)]"
d78036192.jpg,"[(34, 0, 111, 60), (239, 244, 261, 261)]"
d7808d57d.jpg,"[(663, 204, 745, 282)]"
d783cf1ed.jpg,"[(164, 747, 181, 763)]"
d789f1a42.jpg,"[(200, 40, 213, 49), (45, 296, 116, 377), (90, 500, 182, 604), (634, 557, 645, 570)]"
d78a84350.jpg,"[(397, 229, 478, 356)]"
d78ab5e81.jpg,"[(585, 210, 600, 229), (259, 273, 315, 311), (387, 559, 421, 596)]"
d78ae1183.jpg,"[(531, 135, 540, 155), (487, 411, 492, 430)]"
d78bb5f79.jpg,"[(336, 363, 413, 521)]"
d78dc391a.jpg,"[(538, 417, 558, 439)]"
d78dcd8ba.jpg,"[(435, 93, 444, 104)]"
d78f1b0fc.jpg,"[(378, 45, 389, 58)]"
d794e121b.jpg,"[(55, 558, 105, 639)]"
d794f668c.jpg,"[(308, 669, 329, 692)]"
d795429a5.jpg,"[(166, 96, 244, 129)]"
d797c9fe5.jpg,"[(136, 428, 218, 589)]"
d7980028e.jpg,"[(751, 716, 768, 722)]"
d79f8f768.jpg,"[(210, 250, 283, 320), (365, 606, 432, 658)]"
d7a1aa1ef.jpg,"[(6, 1, 25, 31), (19, 30, 36, 58), (30, 59, 70, 98)]"
d7a21c7c1.jpg,"[(60, 73, 95, 106), (48, 326, 59, 337), (16, 473, 28, 484), (413, 504, 427, 518)]"
d7a2a70ed.jpg,"[(220, 106, 267, 220)]"
d7a493672.jpg,"[(610, 637, 632, 686)]"
d7a63a17d.jpg,"[(468, 419, 503, 471)]"
d7a7f022c.jpg,"[(314, 395, 323, 408), (180, 455, 191, 466)]"
d7a9c46b5.jpg,"[(150, 0, 225, 191)]"
d7a9fe6b6.jpg,"[(409, 270, 440, 336)]"
d7aa8b860.jpg,"[(142, 666, 169, 695)]"
d7ab11ceb.jpg,"[(59, 221, 66, 232)]"
d7ac4f901.jpg,"[(634, 533, 661, 575)]"
d7adf2fea.jpg,"[(531, 23, 545, 40), (612, 101, 636, 168), (103, 282, 228, 534)]"
d7aeb848b.jpg,"[(533, 26, 665, 165), (377, 458, 389, 472)]"
d7b2eac89.jpg,"[(200, 78, 232, 272)]"
d7b4d9a59.jpg,"[(111, 59, 123, 92)]"
d7b59e871.jpg,"[(673, 349, 700, 396), (606, 479, 640, 525)]"
d7b62ade3.jpg,"[(322, 60, 452, 202)]"
d7b8c47f0.jpg,"[(739, 143, 768, 192), (423, 211, 439, 227)]"
d7b912f4e.jpg,"[(27, 248, 139, 384)]"
d7ba0d889.jpg,"[(4, 232, 52, 265)]"
d7ba468b8.jpg,"[(661, 271, 707, 339)]"
d7bb1e352.jpg,"[(562, 264, 723, 615)]"
d7bc288c3.jpg,"[(7, 101, 49, 233)]"
d7bc33409.jpg,"[(38, 434, 142, 617), (552, 689, 565, 742)]"
d7be5efc1.jpg,"[(588, 160, 766, 276), (570, 165, 628, 243), (504, 273, 599, 410), (476, 366, 503, 402), (681, 446, 742, 521)]"
d7bed5c3c.jpg,"[(0, 159, 19, 196)]"
d7bf0cd29.jpg,"[(431, 370, 537, 611)]"
d7c015cc6.jpg,"[(561, 81, 625, 258)]"
d7c0b525b.jpg,"[(418, 226, 433, 235), (438, 529, 543, 727)]"
d7c22e1c5.jpg,"[(563, 45, 578, 53), (540, 65, 549, 75), (603, 68, 614, 80), (596, 79, 609, 93), (554, 95, 568, 108), (549, 108, 560, 118)]"
d7c472834.jpg,"[(121, 202, 133, 216)]"
d7c5af10d.jpg,"[(706, 0, 762, 70), (23, 396, 121, 536)]"
d7c765985.jpg,"[(570, 160, 732, 279), (588, 239, 664, 295), (452, 407, 462, 421), (529, 550, 549, 571), (183, 739, 210, 755)]"
d7c80f210.jpg,"[(169, 416, 314, 580)]"
d7c9149b4.jpg,"[(555, 72, 573, 87), (187, 412, 207, 429)]"
d7c94d2fd.jpg,"[(392, 668, 407, 673)]"
d7cb8b978.jpg,"[(509, 390, 534, 465)]"
d7cd1e6e9.jpg,"[(149, 572, 160, 591)]"
d7cd66ae9.jpg,"[(486, 0, 551, 154), (111, 281, 182, 416), (154, 649, 204, 768)]"
d7cf187e4.jpg,"[(139, 113, 161, 139), (707, 263, 722, 269), (176, 704, 190, 712)]"
d7d275f24.jpg,"[(468, 330, 483, 350), (4, 334, 20, 347)]"
d7d35a766.jpg,"[(565, 117, 718, 365)]"
d7d56d819.jpg,"[(626, 273, 740, 482)]"
d7d591954.jpg,"[(87, 526, 142, 721)]"
d7d7a0d82.jpg,"[(167, 242, 174, 256), (100, 618, 106, 634)]"
d7d835872.jpg,"[(344, 42, 357, 52), (325, 592, 331, 602)]"
d7d8485df.jpg,"[(661, 0, 691, 40), (153, 227, 270, 314), (114, 228, 164, 289)]"
d7d9842c7.jpg,"[(141, 34, 149, 42)]"
d7d992d6a.jpg,"[(391, 42, 427, 90)]"
d7da8d2eb.jpg,"[(428, 440, 437, 450)]"
d7dab24b9.jpg,"[(37, 440, 49, 455)]"
d7deff4f2.jpg,"[(295, 489, 332, 519)]"
d7df48f3b.jpg,"[(230, 263, 238, 274)]"
d7df8ba74.jpg,"[(598, 662, 608, 681)]"
d7e454d75.jpg,"[(245, 392, 263, 408)]"
d7e832d6c.jpg,"[(266, 519, 275, 533)]"
d7e8eb9b9.jpg,"[(212, 554, 269, 641)]"
d7ec71208.jpg,"[(145, 548, 166, 581)]"
d7ecb19c5.jpg,"[(559, 188, 582, 242)]"
d7eec463c.jpg,"[(172, 74, 183, 99), (93, 534, 120, 654), (160, 622, 172, 648), (41, 711, 71, 718), (218, 729, 230, 747), (36, 732, 75, 743), (52, 746, 87, 756)]"
d7ef80820.jpg,"[(76, 556, 94, 597), (133, 723, 158, 758)]"
d7f13c7aa.jpg,"[(549, 696, 561, 711)]"
d7f1d972c.jpg,"[(718, 247, 726, 256), (711, 274, 720, 285)]"
d7f295f03.jpg,"[(730, 89, 740, 105)]"
d7f2e8027.jpg,"[(575, 206, 594, 216)]"
d7f59157e.jpg,"[(167, 551, 202, 745)]"
d7f76038d.jpg,"[(207, 54, 235, 94)]"
d7f7ec74e.jpg,"[(12, 38, 88, 120), (313, 186, 457, 314), (290, 622, 440, 768)]"
d7fcd0836.jpg,"[(259, 681, 284, 711)]"
d7fdf305f.jpg,"[(548, 309, 572, 321), (481, 311, 534, 338), (485, 673, 558, 719), (595, 683, 644, 703), (649, 689, 671, 698), (561, 695, 595, 716)]"
d7fe84366.jpg,"[(81, 625, 94, 638)]"
d8014d408.jpg,"[(465, 116, 583, 204), (105, 481, 179, 523)]"
d801a6353.jpg,"[(609, 416, 632, 436), (374, 602, 393, 621)]"
d80284120.jpg,"[(311, 227, 375, 425)]"
d80384d87.jpg,"[(13, 504, 98, 562)]"
d80633efc.jpg,"[(419, 164, 466, 190), (9, 201, 183, 269), (469, 294, 512, 315), (455, 347, 533, 417), (108, 700, 214, 768)]"
d806455f6.jpg,"[(579, 540, 650, 645)]"
d806bd505.jpg,"[(547, 718, 591, 747)]"
d80eed538.jpg,"[(655, 157, 693, 199)]"
d811952cc.jpg,"[(189, 594, 353, 650)]"
d8135ce30.jpg,"[(374, 622, 384, 632)]"
d81615946.jpg,"[(11, 63, 92, 126), (139, 351, 201, 393), (637, 484, 726, 507)]"
d816be9e8.jpg,"[(644, 670, 664, 686)]"
d816f0ce8.jpg,"[(19, 461, 30, 482)]"
d81733b2d.jpg,"[(658, 556, 674, 573)]"
d817f8a5e.jpg,"[(686, 684, 701, 699), (731, 722, 737, 726)]"
d818faec7.jpg,"[(182, 369, 203, 381)]"
d81c3ddfe.jpg,"[(172, 493, 381, 704)]"
d81c84cb1.jpg,"[(248, 384, 275, 466)]"
d81ddb014.jpg,"[(680, 125, 731, 274)]"
d81eb86d2.jpg,"[(163, 581, 170, 589)]"
d81ee8205.jpg,"[(493, 526, 506, 539)]"
d820c1c4c.jpg,"[(158, 694, 198, 734)]"
d821fcd62.jpg,"[(603, 749, 610, 765)]"
d825936c1.jpg,"[(380, 94, 447, 117), (221, 100, 238, 107)]"
d82c624ab.jpg,"[(473, 307, 519, 345)]"
d82eea31b.jpg,"[(0, 184, 55, 348)]"
d830995c0.jpg,"[(317, 278, 343, 368), (739, 506, 747, 527)]"
d83274e01.jpg,"[(637, 135, 662, 222), (659, 193, 679, 228), (19, 210, 53, 302), (68, 640, 126, 747)]"
d833ac445.jpg,"[(418, 542, 501, 703)]"
d838fad82.jpg,"[(372, 121, 390, 155)]"
d83c37e42.jpg,"[(308, 413, 329, 436)]"
d83dae788.jpg,"[(306, 260, 455, 377)]"
d83e246b8.jpg,"[(452, 501, 668, 768)]"
d8400e7f1.jpg,"[(3, 417, 99, 580)]"
d840ea6cf.jpg,"[(322, 353, 460, 607)]"
d84126abe.jpg,"[(151, 429, 174, 458)]"
d845d3369.jpg,"[(60, 74, 70, 97)]"
d8468f004.jpg,"[(195, 675, 205, 685), (245, 719, 255, 729), (256, 724, 262, 732), (209, 725, 216, 737)]"
d846c52d1.jpg,"[(422, 96, 520, 135)]"
d847dbd21.jpg,"[(140, 752, 159, 763)]"
d84aa832e.jpg,"[(179, 247, 190, 258), (170, 249, 180, 264), (159, 253, 169, 268), (153, 256, 160, 272), (200, 283, 212, 297), (155, 300, 163, 312), (196, 303, 204, 316), (178, 391, 202, 427), (196, 514, 209, 537)]"
d84b5bd57.jpg,"[(688, 102, 703, 122), (627, 121, 702, 263), (295, 157, 311, 179)]"
d84dcbec7.jpg,"[(407, 285, 536, 433)]"
d84f8a252.jpg,"[(181, 70, 221, 116), (413, 164, 428, 241), (656, 759, 672, 768)]"
d84fcd2b4.jpg,"[(145, 0, 340, 134)]"
d84ff9859.jpg,"[(140, 8, 169, 47), (198, 376, 211, 389)]"
d8513ea27.jpg,"[(199, 372, 250, 393)]"
d853ccc42.jpg,"[(518, 132, 524, 143)]"
d8544486a.jpg,"[(632, 731, 669, 768)]"
d85469648.jpg,"[(499, 153, 543, 199)]"
d854bc5e7.jpg,"[(686, 367, 768, 482)]"
d85947c43.jpg,"[(164, 63, 187, 86), (646, 599, 672, 624)]"
d859905b4.jpg,"[(180, 347, 229, 426)]"
d859e6b0b.jpg,"[(87, 270, 142, 465), (427, 559, 479, 717)]"
d85bbf8aa.jpg,"[(118, 394, 173, 644)]"
d85c2c439.jpg,"[(0, 557, 8, 573)]"
d85d0f071.jpg,"[(298, 550, 330, 648)]"
d85e4bcc3.jpg,"[(123, 219, 209, 395)]"
d861796b8.jpg,"[(187, 242, 237, 465)]"
d863765ab.jpg,"[(449, 66, 487, 100), (688, 174, 723, 212), (653, 650, 742, 707), (654, 686, 716, 721)]"
d8656a341.jpg,"[(124, 350, 191, 373)]"
d8666cc07.jpg,"[(376, 0, 455, 50)]"
d8685695e.jpg,"[(296, 548, 365, 617)]"
d86889d52.jpg,"[(92, 241, 217, 272)]"
d86907f5f.jpg,"[(409, 417, 461, 492)]"
d8695c98b.jpg,"[(540, 651, 558, 669)]"
d86c84486.jpg,"[(605, 661, 631, 687)]"
d86cd1f5f.jpg,"[(135, 240, 164, 293)]"
d86fa3db1.jpg,"[(154, 520, 164, 537), (153, 538, 157, 543), (105, 692, 113, 703), (134, 735, 140, 743), (147, 736, 152, 747)]"
d8703950e.jpg,"[(222, 376, 232, 392), (660, 696, 727, 732)]"
d87065319.jpg,"[(173, 52, 227, 213), (589, 341, 630, 373), (220, 690, 247, 735)]"
d8715ad26.jpg,"[(246, 247, 334, 321)]"
d873b61c4.jpg,"[(175, 72, 188, 87)]"
d874f4d09.jpg,"[(653, 63, 668, 147), (295, 216, 363, 274), (448, 493, 519, 565), (589, 596, 628, 659)]"
